abroad 1 1
abrt 0 4
abruptly 0 2
abscess 5 18
absence 7 3
absense 2 3
absent 1 5
absolute 17 8
absolutely 145 38
absorb 38 25
absorbability 1 0
absorbable 4 1
absorbant 0 1
absorbent 3 10
absorbtion 1 0
absorption 20 30
abstain 0 2
abstinence 0 3
abstinent 0 1
abstract 0 7
abundance 41 1
abundant 43 9
abundante 1 0
abundantly 0 2
abuse 51 623
abuser 1 1
abusive 3 0
aby 0 4
abyssinian 11 0
ac 24 17
aca 1 0
acad 0 1
academic 7 13
academics 1 0
academy 18 3
acadia 0 2
acadiana 0 2
acai 1230 73
acaicleanse 1 0
acaisave 3 0
acaitrial 2 0
acana 1 0
acanthamoeba 0 1
acanthosis 0 2
acanzt 1 2
acaom 0 2
acapella 1 0
acapulco 1 0
acarbose 1 0
acaso 1 0
acatalog 1 0
acbpbib 0 1
acbpromotion 4 0
acc 7 0
acccount 2 0
acce 1 0
accelerate 12 22
accelerator 0 1
accent 9 0
accentuate 0 13
accept 764 81
acceptable 5 4
acceptance 13 4
accesibility 0 1
accesorry 1 0
accesory 8 0
access 153 163
accessibility 4 9
accessibilityuc 0 1
accessible 17 10
accessory 498 141
accesspak 1 0
accident 24 26
accidental 4 0
acclaim 5 1
acclarent 0 3
acclimation 2 1
accolade 1 0
accolate 1 0
accommodate 8 16
accommodation 23 8
accomodate 3 3
accompaniment 2 0
accompany 26 42
accomplish 13 25
accomplishment 0 1
accord 73 50
accordance 7 10
accordi 1 0
accordingly 3 1
accordion 1 2
accorsini 1 0
account 677 282
accountability 1 2
accountable 0 3
accountant 6 0
accoyo 4 0
accp 0 2
accredit 15 11
accreditation 1 9
accsc 0 2
acct 1 0
accu 1 0
accum 2 0
accumax 0 1
accumulate 4 8
accumulation 0 1
accuneb 1 0
accupril 1 0
accuracy 129 55
accurate 176 65
accurately 7 6
accuretic 1 0
accuse 3 0
accustom 2 2
accutane 4 17
accutanerisk 0 1
accutanewarn 0 12
ace 3 1
acebutolol 1 0
aceite 1 0
aceleran 1 0
acellular 0 4
acentuado 1 0
aceon 1 0
acer 0 3
acerca 2 0
acerola 2 0
acessory 1 0
aceta 1 0
acetabular 0 1
acetami 1 0
acetaminophen 4 9
acetate 6 10
acetec 0 1
acetone 0 1
acetyl 1 0
acetylcholine 0 2
acetylcysteine 0 1
acetylsalicylic 1 0
acewalco 1 0
ach 10 69
achalasia 0 1
ache 3 14
acheive 0 1
achievable 45 5
achieve 181 107
achievement 3 4
achiever 0 2
achigj 0 1
achille 0 3
achillea 0 1
achiness 0 6
acid 208 192
acidemia 10 0
acidic 8 3
acidification 2 0
acidifier 2 0
acidity 3 0
acidophilus 9 2
acidosis 0 2
acidreflux 0 1
acidrefluxlife 0 2
acini 0 1
aciphex 1 0
acito 1 0
acitretin 1 0
acitydisc 1 0
acj 0 1
ackerman 3 0
acknowledge 10 15
ackrabbit 1 0
aclovate 1 0
aclr 4 0
acm 3 0
acme 2 0
acne 15 27
acnezine 1 0
acoc 0 1
acog 0 2
acontecimiento 1 0
acorn 0 3
acoustic 1 3
acoustical 0 2
acoustics 0 1
acoustik 6 0
acp 0 2
acpdjvm 1 0
acquaint 9 0
acquaintance 0 2
acquire 23 15
acquisition 3 4
acr 94 118
acral 12 0
acre 41 3
acreage 227 98
acri 1 0
acrobat 19 40
acrocc 0 1
acronym 1 3
acrophobia 1 0
acrylamide 1 0
acrylate 0 1
acrylic 37 7
acs 1 0
act 56 132
acta 0 2
actief 0 1
actimmune 1 0
actin 0 1
action 140 66
actionable 0 1
actiq 1 0
activate 46 32
activation 19 8
activator 0 1
active 139 176
activella 1 0
actively 2 7
activewear 2 2
activism 3 0
activist 7 3
activity 146 286
acto 1 0
acton 1 0
actonel 1 14
actoplus 1 0
actor 15 4
actosplus 1 0
actress 2 0
actu 1 0
actual 29 22
actuality 0 1
actually 310 77
actuate 0 1
actuator 0 1
actuel 0 1
acudial 1 0
acuflex 1 0
acuity 0 2
acumulada 1 0
acupuncture 10 87
acupuncturist 2 1
acura 169 22
acute 3 122
acutely 1 15
acvr 0 2
acxiom 28 3
acyclovir 1 1
ad 4561 775
ad-aaa 1 2
ad-aaai 0 1
ad-aarp 0 1
ad-aatb 0 2
ad-abc 0 1
ad-abdominal 1 2
ad-abnormality 1 0
ad-abopharmaceutical 0 1
ad-absolutely 1 1
ad-absorbent 0 1
ad-absorption 1 0
ad-abundance 1 0
ad-abuse 0 2
ad-ac 1 0
ad-acai 1 0
ad-accelerate 0 1
ad-accept 7 1
ad-access 2 1
ad-accessory 2 0
ad-acclaim 2 0
ad-accomodation 1 0
ad-account 5 7
ad-accoyo 1 0
ad-accredit 0 1
ad-accuracy 0 2
ad-accurate 3 4
ad-achieve 0 1
ad-acid 9 3
ad-acidreflux 0 1
ad-ackermansonline 1 0
ad-acr 1 0
ad-acre 2 0
ad-acreage 1 2
ad-act 0 4
ad-action 1 2
ad-activator 1 0
ad-active 2 0
ad-activity 0 1
ad-actual 0 1
ad-actually 1 0
ad-acupuncture 0 1
ad-ad 15 11
ad-add 14 1
ad-addiction 0 13
ad-additive 4 0
ad-adedge 0 1
ad-adenbrookfarm 1 0
ad-adenocarcinoma 0 2
ad-adhd 0 5
ad-adhdtreatmentforadults 0 1
ad-adjunctive 0 1
ad-adopt 1 1
ad-adoption 3 2
ad-adorable 2 0
ad-adt 10 0
ad-adult 10 23
ad-advance 0 5
ad-advantage 0 3
ad-adventure 3 0
ad-advice 86 30
ad-aerate 1 0
ad-affect 0 3
ad-affiliate 1 0
ad-affordable 12 6
ad-africa 6 0
ad-african 2 0
ad-afternoon 2 0
ad-ag 1 1
ad-age 7 2
ad-agency 0 5
ad-agent 1 2
ad-agglomeration 0 1
ad-agree 1 1
ad-agricultural 5 2
ad-agriculture 44 6
ad-ahead 1 0
ad-ai 0 7
ad-aid 1 3
ad-air 3 5
ad-aire 1 0
ad-airtight 1 0
ad-akc 4 1
ad-alabama 0 2
ad-alaskan 2 0
ad-albert 0 1
ad-alcat 0 2
ad-alcohol 0 8
ad-alcoholism 0 2
ad-alfalfa 4 0
ad-algae 1 0
ad-align 11 0
ad-alive 1 0
ad-alkaline 2 0
ad-allen 0 1
ad-allenmorganmd 0 1
ad-allergic 0 1
ad-allergist 0 1
ad-allergry 0 1
ad-allergy 4 4
ad-alliedhealth 0 1
ad-allow 0 1
ad-almond 1 2
ad-aloe 1 0
ad-alohamedicinal 1 0
ad-alpaca 30 0
ad-alphabet 0 1
ad-alphabiosystem 1 0
ad-alternative 1 7
ad-alway 1 2
ad-alzheimer 0 7
ad-alzselftest 0 1
ad-am 0 14
ad-amaze 5 1
ad-amazon 1 1
ad-ambient 0 1
ad-ambit 1 0
ad-amenity 1 0
ad-america 14 2
ad-american 39 2
ad-americanfertility 0 1
ad-americanlivestock 2 0
ad-amino 1 0
ad-amish 2 0
ad-amishpuggle 1 0
ad-analysis 0 1
ad-analyst 0 2
ad-analyzer 0 2
ad-andadult 0 1
ad-andalusian 1 0
ad-andrjuscha 1 0
ad-andrology 0 1
ad-andy 1 1
ad-aneurysm 1 2
ad-angelcreeksoap 1 0
ad-angele 0 1
ad-angioedema 0 1
ad-angler 1 0
ad-angus 6 0
ad-animal 49 3
ad-anju 0 1
ad-annual 1 0
ad-anonymize 0 1
ad-answer 162 34
ad-antelope 1 0
ad-anti 4 1
ad-antibiotic 1 0
ad-antibiotics 0 3
ad-antibody 0 2
ad-antigen 1 0
ad-antioxidant 1 0
ad-antique 2 0
ad-antiserum 1 0
ad-anxiety 1 0
ad-anytime 1 1
ad-aod 0 1
ad-aol 8 1
ad-aortic 1 2
ad-aoudad 1 0
ad-apiana 1 0
ad-apnea 0 4
ad-apothecary 1 0
ad-apparel 5 0
ad-appi 1 0
ad-apple 3 0
ad-appletonsteel 0 1
ad-applianceprice 0 3
ad-application 1 1
ad-apply 2 8
ad-appointment 0 3
ad-appreciate 0 1
ad-approach 1 5
ad-appt 0 1
ad-apy 2 0
ad-aqualyse 0 30
ad-aqualyseusa 0 15
ad-aquariums 1 0
ad-arabian 0 1
ad-arapc 0 1
ad-arborist 0 2
ad-arcad 0 1
ad-architect 0 1
ad-arguably 1 0
ad-ari 1 0
ad-arizona 2 0
ad-arku 0 2
ad-arlington 1 0
ad-arm 0 1
ad-aroma 0 1
ad-aromabiotic 1 0
ad-aromasandthing 0 1
ad-aromatic 1 0
ad-array 0 2
ad-arrow 1 0
ad-art 2 4
ad-arth 0 2
ad-arthiritis 0 1
ad-arthritic 0 1
ad-arthritis 4 80
ad-arthritisandrheumatologyny 0 1
ad-arthritishelptoday 0 7
ad-article 24 45
ad-artificial 0 16
ad-artisan 2 0
ad-arvi 1 0
ad-arvin 1 0
ad-asa 0 1
ad-asap 146 0
ad-asbesto 0 5
ad-ash 1 0
ad-ashburn 1 0
ad-asleep 2 0
ad-aspca 2 0
ad-aspx 1 0
ad-asset 0 2
ad-assist 0 1
ad-assistance 0 2
ad-assistant 2 0
ad-assoc 1 1
ad-asthma 0 1
ad-astrologer 1 0
ad-athena 0 1
ad-athensfood 1 0
ad-atkin 1 0
ad-atrophysupport 0 1
ad-attack 0 3
ad-attain 0 36
ad-attainivf 0 19
ad-attention 4 0
ad-attic 1 0
ad-attorney 1 0
ad-attract 0 1
ad-attractant 1 0
ad-atv 1 0
ad-auction 2 2
ad-audio 3 2
ad-audit 2 0
ad-austin 0 1
ad-australia 1 0
ad-authentic 7 0
ad-authorize 2 0
ad-auto 5 2
ad-autoimmune 0 2
ad-automate 0 1
ad-automatic 2 1
ad-automotive 0 1
ad-autonomic 0 1
ad-avail 1 0
ad-available 19 20
ad-avbl 1 0
ad-avenue 1 0
ad-average 1 1
ad-avh 1 0
ad-avid 1 0
ad-avimark 0 1
ad-avoid 0 2
ad-award 16 0
ad-aykroyd 0 1
ad-b 0 1
ad-babito 0 1
ad-baby 26 81
ad-babysitter 0 8
ad-babyzone 0 1
ad-bacertial 1 0
ad-backdoor 1 0
ad-background 0 1
ad-backho 0 1
ad-backpain 0 1
ad-backup 8 0
ad-backyard 5 0
ad-bacteria 0 1
ad-bad 4 1
ad-bag 2 1
ad-bak 1 0
ad-bakery 1 1
ad-balacynwyd 0 1
ad-balance 7 5
ad-balancer 1 0
ad-bale 7 5
ad-baler 0 1
ad-baleskie 0 1
ad-balewrangler 1 0
ad-ball 0 1
ad-balloon 0 1
ad-balm 2 0
ad-baltimore 0 1
ad-ban 1 0
ad-bank 0 27
ad-banner 0 1
ad-bantam 1 0
ad-bao 1 0
ad-bar 8 0
ad-barcelona 0 1
ad-bare 2 0
ad-bargain 2 1
ad-barn 16 6
ad-barrett 0 1
ad-barrick 1 0
ad-barrier 2 0
ad-barrow 1 0
ad-base 3 2
ad-basic 31 0
ad-basics 30 0
ad-basie 1 0
ad-basket 3 0
ad-bastyr 0 1
ad-batch 1 0
ad-bateslandco 1 0
ad-bath 5 1
ad-batt 1 0
ad-bayville 1 0
ad-bbq 1 0
ad-bean 0 1
ad-beanilla 0 1
ad-bear 2 0
ad-beard 0 1
ad-beautiful 3 1
ad-beautifull 0 1
ad-beautify 0 1
ad-beauty 4 0
ad-bed 3 2
ad-bee 1 0
ad-beef 19 1
ad-beefmaster 1 0
ad-begin 4 13
ad-beginner 1 0
ad-behavior 0 1
ad-belly 24 5
ad-belong 0 1
ad-below 0 3
ad-belt 0 1
ad-belushi 0 1
ad-benchtop 0 1
ad-benefit 5 1
ad-bentwood 1 0
ad-bergen 0 2
ad-berkshire 1 1
ad-berne 0 1
ad-betterpork 1 0
ad-beverage 0 1
ad-bicycle 0 2
ad-bid 3 1
ad-bifantis 1 0
ad-biggen 0 1
ad-bigger 1 0
ad-biggest 0 1
ad-bik 0 2
ad-bike 0 1
ad-bil 1 0
ad-bill 1 4
ad-bin 4 0
ad-bing 7 10
ad-bintrac 1 1
ad-bio 1 6
ad-biodegradable 0 1
ad-biodynamic 1 0
ad-biological 0 1
ad-biomin 1 0
ad-bipolar 0 13
ad-bird 11 2
ad-birth 0 24
ad-birthday 0 2
ad-birthmother 0 1
ad-bismol 1 0
ad-bison 1 0
ad-bissell 1 0
ad-bit 3 0
ad-bite 1 0
ad-biz 2 0
ad-bjj 1 0
ad-black 11 6
ad-blackpowderranch 1 0
ad-blad 1 1
ad-bladder 0 5
ad-blade 0 1
ad-bleed 0 3
ad-blend 20 1
ad-blender 1 0
ad-bliss 1 0
ad-bloate 0 1
ad-block 3 1
ad-blocker 0 1
ad-blog 4 0
ad-blood 3 2
ad-bloodline 1 0
ad-bloom 2 0
ad-blow 1 0
ad-blowout 0 4
ad-blu 2 0
ad-blue 3 2
ad-blueface 1 0
ad-boar 2 0
ad-board 4 2
ad-bob 2 0
ad-body 22 4
ad-bodybuild 2 0
ad-boer 8 1
ad-boergoatprofitsguide 1 0
ad-bonati 0 4
ad-bond 0 1
ad-bone 4 9
ad-bonemarrowtransplant 0 1
ad-book 11 9
ad-boost 3 3
ad-booster 1 0
ad-boot 1 0
ad-booth 1 0
ad-boringgoat 1 0
ad-born 1 24
ad-borne 1 0
ad-botija 1 0
ad-bottle 3 5
ad-bourbon 0 1
ad-boursin 3 0
ad-bowel 4 3
ad-bowman 1 0
ad-box 2 7
ad-boy 0 2
ad-bpa 0 1
ad-bph 0 1
ad-br 10 1
ad-bradley 0 1
ad-brahman 2 0
ad-brain 0 1
ad-branchburg 0 1
ad-brand 24 7
ad-brandnew 2 0
ad-brangus 2 0
ad-brasco 2 0
ad-braun 0 1
ad-bravorawdiet 1 0
ad-brazil 1 0
ad-bre 0 5
ad-bread 1 0
ad-break 1 2
ad-breakdown 2 0
ad-breakthrough 1 1
ad-breastfeed 1 2
ad-breath 2 0
ad-breed 41 17
ad-breeder 31 2
ad-bright 0 1
ad-bring 0 1
ad-bro 1 0
ad-broadview 19 0
ad-brochure 0 1
ad-broiler 0 3
ad-broken 2 0
ad-brown 0 5
ad-brownchiari 0 1
ad-browse 1 7
ad-bruce 0 1
ad-brukarro 0 1
ad-brush 1 0
ad-bubble 1 0
ad-buck 1 23
ad-bucket 1 0
ad-buckleyfence 1 0
ad-buffalo 2 0
ad-build 22 4
ad-builder 2 0
ad-buildingachickencoop 1 0
ad-built 0 2
ad-bulb 2 0
ad-bulge 0 1
ad-bulk 7 0
ad-bull 9 0
ad-bulldog 6 0
ad-bullophilosophy 1 0
ad-bump 0 3
ad-bunk 2 0
ad-bunker 0 1
ad-bunny 19 0
ad-burger 1 0
ad-burlington 0 2
ad-burn 9 1
ad-burnettdairy 1 0
ad-business 28 18
ad-busuness 1 0
ad-butcher 1 2
ad-butte 0 1
ad-butter 4 1
ad-buy 94 22
ad-buydimebon 0 2
ad-buyer 1 1
ad-bz 0 1
ad-ca 0 1
ad-cabela 1 1
ad-cabin 1 0
ad-cabinet 0 3
ad-cabrale 2 0
ad-cage 24 0
ad-calcio 1 0
ad-calcium 3 5
ad-calculator 0 1
ad-caldensity 1 0
ad-calendar 3 0
ad-calf 2 0
ad-calfology 1 0
ad-california 2 0
ad-call 69 74
ad-callisto 0 1
ad-calm 0 1
ad-calorie 4 0
ad-calory 14 0
ad-cambra 1 0
ad-cambrasoap 1 0
ad-cambridge 1 0
ad-cambridgeregistry 0 1
ad-camelidynamics 1 0
ad-camp 8 1
ad-canada 1 0
ad-canadian 0 1
ad-cancer 3 91
ad-cancercenter 0 1
ad-cancerlawyer 0 1
ad-candy 1 8
ad-cane 2 0
ad-canidae 1 0
ad-canine 7 0
ad-cap 0 1
ad-capital 0 1
ad-capra 0 1
ad-caprine 0 1
ad-capsule 0 1
ad-car 2 1
ad-caramel 0 4
ad-carb 1 1
ad-carbohydrate 1 0
ad-carcass 1 0
ad-carcinoma 0 12
ad-card 3 3
ad-cardiac 0 1
ad-cardio 1 0
ad-cardiocareassociate 0 1
ad-cardiometabolic 0 1
ad-cardiovascular 0 1
ad-care 250 35
ad-career 0 4
ad-carefresh 1 0
ad-carefully 0 1
ad-carethatneverquit 0 1
ad-carmine 1 0
ad-carnation 2 0
ad-carol 1 0
ad-carport 1 0
ad-carr 0 1
ad-carriage 1 0
ad-carrier 1 1
ad-cartilage 1 0
ad-cash 3 0
ad-cashmere 4 0
ad-casscreek 6 0
ad-cast 1 0
ad-caster 0 1
ad-castleman 0 1
ad-cat 19 3
ad-catalog 5 8
ad-catchannel 3 0
ad-cattle 74 16
ad-cause 11 79
ad-cb 0 1
ad-cbdairybarn 0 1
ad-ccnyc 1 0
ad-ccof 1 0
ad-ccpl 0 1
ad-cedarfenfarm 1 0
ad-celiac 0 4
ad-cell 1 2
ad-cellulitis 2 0
ad-celsius 2 0
ad-cemetery 0 1
ad-cense 1 0
ad-cent 0 1
ad-centaur 2 0
ad-center 4 16
ad-centerforhumanreprod 0 1
ad-central 2 2
ad-centrastate 0 1
ad-centrifugal 0 1
ad-century 0 2
ad-cerebralpalsy 0 1
ad-certify 12 5
ad-cervical 0 4
ad-cervix 0 2
ad-chaf 0 1
ad-chain 2 0
ad-challenge 1 0
ad-champion 3 3
ad-championshave 1 0
ad-chance 0 1
ad-chang 5 0
ad-change 1 4
ad-characterize 0 1
ad-charge 0 2
ad-charitable 2 0
ad-charlie 1 0
ad-charock 0 1
ad-charre 1 0
ad-charro 2 2
ad-chart 0 2
ad-charter 1 0
ad-chase 1 0
ad-chat 0 4
ad-chateau 1 0
ad-cheap 3 2
ad-cheapest 0 1
ad-check 14 10
ad-checker 0 1
ad-checklist 1 0
ad-checkout 1 1
ad-cheddar 2 0
ad-cheese 35 2
ad-cheeseburger 0 2
ad-cheesecake 1 0
ad-cheesemak 1 0
ad-cheesemaker 1 0
ad-cheesis 4 0
ad-chef 1 0
ad-chelsea 1 0
ad-chemical 2 2
ad-cherub 0 1
ad-cherubmaltese 0 1
ad-chest 1 7
ad-chianti 1 0
ad-chicago 1 0
ad-chick 2 0
ad-chicken 73 9
ad-chickenbuild 1 0
ad-chil 2 0
ad-child 2 6
ad-childbirth 0 9
ad-childcare 0 1
ad-children 17 0
ad-chile 1 0
ad-chilean 1 0
ad-chileanllama 1 0
ad-chill 0 1
ad-china 1 0
ad-chinchilla 2 0
ad-chinese 1 3
ad-chip 2 0
ad-chiro 1 0
ad-chiropractic 0 1
ad-chlorella 2 0
ad-chocolate 1 0
ad-choice 9 5
ad-cholera 3 0
ad-cholesterol 13 8
ad-choose 5 7
ad-chorea 0 2
ad-christian 1 0
ad-christiana 0 1
ad-christma 2 0
ad-chromium 1 0
ad-chron 0 4
ad-chronic 0 5
ad-chute 1 1
ad-ci 0 1
ad-cider 1 0
ad-circle 1 25
ad-city 2 4
ad-claim 2 0
ad-claritin 1 0
ad-class 23 2
ad-classic 0 2
ad-classifi 28 1
ad-classifiedad 12 1
ad-classify 1 0
ad-classroom 0 1
ad-classy 0 1
ad-claw 1 0
ad-clayallison 1 0
ad-clean 8 3
ad-cleaner 0 1
ad-cleanest 0 1
ad-cleanse 1 2
ad-cleanup 0 1
ad-clearance 7 18
ad-click 0 1
ad-client 0 6
ad-clif 1 0
ad-clinic 0 9
ad-clinical 1 4
ad-clinically 1 0
ad-clinics 0 10
ad-clip 3 1
ad-clipart 5 1
ad-clipper 3 4
ad-close 1 0
ad-closeout 1 0
ad-cloth 1 0
ad-clothing 2 0
ad-cloud 2 0
ad-club 4 3
ad-cmt 0 1
ad-cmtsound 0 1
ad-cnc 0 1
ad-cnn 6 0
ad-cnnhealthonline 3 0
ad-co 3 0
ad-coach 3 0
ad-coalition 0 1
ad-coast 5 0
ad-coat 1 0
ad-cocofeed 1 0
ad-coconut 1 0
ad-code 1 2
ad-coe 0 1
ad-coffee 1 0
ad-coil 0 5
ad-cola 1 0
ad-colby 1 0
ad-cold 2 16
ad-colesterol 15 0
ad-colic 0 1
ad-colitis 0 96
ad-colitistreatment 0 1
ad-collapse 2 0
ad-collapsible 1 0
ad-collect 1 0
ad-collectible 2 1
ad-college 0 2
ad-collision 1 0
ad-colon 0 9
ad-color 5 4
ad-colorado 4 0
ad-colorant 1 0
ad-colostrum 1 0
ad-colour 1 0
ad-coloure 1 0
ad-com 532 375
ad-comfort 0 1
ad-commercial 2 0
ad-commit 1 2
ad-commodity 1 5
ad-common 0 14
ad-commonly 0 1
ad-communication 0 2
ad-community 1 6
ad-compact 1 0
ad-companion 1 0
ad-company 8 6
ad-compare 56 14
ad-compassion 0 1
ad-compassionate 1 0
ad-compensation 0 1
ad-competitive 3 1
ad-competitor 1 0
ad-complete 8 3
ad-completely 0 1
ad-complex 0 1
ad-compliance 0 1
ad-complication 0 2
ad-complimentary 1 0
ad-component 0 1
ad-composite 1 0
ad-composition 0 2
ad-comprehensive 1 0
ad-computer 2 2
ad-conair 1 0
ad-conceive 0 1
ad-concentrate 1 0
ad-concrete 0 1
ad-condition 3 4
ad-conditioner 1 0
ad-confession 2 0
ad-confidence 1 1
ad-confidential 0 3
ad-configuration 0 1
ad-conflict 0 1
ad-congestion 0 7
ad-connect 2 6
ad-consequence 0 1
ad-consider 0 1
ad-consistently 3 0
ad-const 0 1
ad-constipation 1 2
ad-consult 2 4
ad-consultant 1 0
ad-consultation 0 3
ad-consumer 0 1
ad-contact 2 11
ad-contain 1 0
ad-container 1 2
ad-content 1 1
ad-contest 0 3
ad-continental 0 2
ad-contractor 0 2
ad-control 7 44
ad-controll 1 0
ad-controller 0 1
ad-convenient 2 0
ad-conventional 0 1
ad-conversion 0 1
ad-cook 1 0
ad-cookie 1 0
ad-cooky 3 0
ad-cool 1 3
ad-coop 29 2
ad-cooperative 0 1
ad-copd 0 5
ad-cope 0 1
ad-copper 2 0
ad-coquille 0 1
ad-corn 6 1
ad-corp 0 1
ad-corral 4 0
ad-correct 0 2
ad-corrosion 1 0
ad-corso 2 0
ad-cost 3 37
ad-cotton 1 0
ad-cough 0 13
ad-coumadin 0 1
ad-counselor 1 0
ad-count 1 3
ad-counter 3 0
ad-counterflow 0 1
ad-country 4 0
ad-county 3 3
ad-couple 0 2
ad-coupon 37 10
ad-course 0 2
ad-courteous 0 1
ad-cover 6 1
ad-coverage 7 0
ad-cow 13 10
ad-cowboy 3 2
ad-cowboyrecommend 0 1
ad-cox 2 0
ad-cp 0 1
ad-cpec 0 1
ad-cpf 0 1
ad-cpr 0 1
ad-crab 3 0
ad-cracker 1 0
ad-craftmanship 1 0
ad-cramp 2 0
ad-crate 2 0
ad-crave 2 0
ad-crazy 2 0
ad-cream 13 7
ad-creamery 1 0
ad-creamy 5 0
ad-create 8 2
ad-creatine 1 0
ad-creation 2 1
ad-creative 1 0
ad-creativeprototyp 0 1
ad-credit 3 0
ad-creme 1 0
ad-crespina 0 1
ad-criativeacr 1 0
ad-crib 0 2
ad-criollo 1 0
ad-critical 0 1
ad-cro 0 1
ad-crohn 0 79
ad-crop 0 1
ad-cross 1 0
ad-crossbreed 2 0
ad-crucial 0 1
ad-cruddy 0 1
ad-cruelty 2 0
ad-crumbly 1 0
ad-crunch 15 0
ad-cryo 0 1
ad-cryocomp 0 1
ad-cryogenic 0 14
ad-cryogenics 0 2
ad-cryopreserve 0 2
ad-cryostat 0 1
ad-ct 0 1
ad-ctca 0 1
ad-ctr 0 2
ad-cuddly 1 0
ad-cuisinart 1 0
ad-cuisine 1 0
ad-culinary 1 0
ad-culture 2 1
ad-cup 1 0
ad-curable 0 1
ad-curd 1 0
ad-cure 2 5
ad-current 0 8
ad-currently 1 0
ad-curriculum 1 0
ad-curve 1 0
ad-custom 13 7
ad-customer 1 1
ad-customizable 0 1
ad-customize 2 0
ad-cut 7 10
ad-cute 1 1
ad-cutter 0 1
ad-cuty 1 0
ad-cycle 0 9
ad-cytogam 0 2
ad-cytomegalovirus 0 1
ad-czech 1 1
ad-dad 1 0
ad-daiichi 0 1
ad-daily 23 1
ad-dairy 49 10
ad-dakota 1 0
ad-dall 2 0
ad-damage 2 1
ad-dan 0 1
ad-dangerous 0 1
ad-danish 1 1
ad-dark 3 24
ad-data 0 1
ad-database 0 3
ad-date 1 2
ad-david 1 0
ad-day 49 14
ad-daycare 1 1
ad-dbldbar 1 0
ad-dc 1 4
ad-dcart 1 0
ad-ddr 1 0
ad-de 3 2
ad-deadly 1 0
ad-deal 45 31
ad-dealer 3 12
ad-death 2 0
ad-decal 0 1
ad-decide 1 1
ad-decision 4 4
ad-deck 1 0
ad-decompression 0 1
ad-decor 1 0
ad-decoy 2 0
ad-dedicate 0 1
ad-deep 0 1
ad-deer 22 1
ad-deere 2 0
ad-defect 0 1
ad-definition 0 1
ad-deflame 0 2
ad-defrost 0 4
ad-degeneration 0 3
ad-degenerative 0 11
ad-degree 1 3
ad-del 2 0
ad-delaware 0 1
ad-delay 0 1
ad-delicious 12 0
ad-delicous 1 0
ad-delight 6 0
ad-deliver 11 2
ad-delivery 10 16
ad-dementia 0 8
ad-demo 0 3
ad-dene 0 1
ad-density 0 7
ad-dental 0 1
ad-dentist 0 34
ad-denture 0 2
ad-denturecare 0 1
ad-denturelive 0 1
ad-denver 0 1
ad-depend 0 1
ad-dependence 0 6
ad-deposit 0 1
ad-depression 0 12
ad-dequervain 0 1
ad-derby 1 0
ad-describ 0 1
ad-deserve 0 1
ad-design 11 13
ad-designer 1 0
ad-desk 0 1
ad-dessert 3 0
ad-destination 7 0
ad-destroy 0 1
ad-detail 1 3
ad-detect 1 4
ad-detection 0 2
ad-detergent 1 0
ad-deterrent 0 1
ad-detox 3 3
ad-detoxify 1 0
ad-develop 4 1
ad-development 0 1
ad-device 1 1
ad-devil 1 0
ad-dewar 0 2
ad-dewormer 2 0
ad-dexeus 0 1
ad-dexknow 1 0
ad-dexter 3 0
ad-dha 0 8
ad-diabete 3 18
ad-diabetic 0 6
ad-diagnose 0 5
ad-diagnosis 3 29
ad-diagnostic 0 1
ad-diagnostics 1 1
